"Date Time        ","Adjusted vBatt"
2024-04-02 07:18:40,12.53
2024-04-02 07:18:46,12.521
2024-04-02 07:18:52,12.436
2024-04-02 07:18:58,12.393
2024-04-02 07:19:04,12.41
2024-04-02 07:19:10,12.376
2024-04-02 07:19:16,12.41
2024-04-02 07:19:22,12.402
2024-04-02 07:19:28,12.376
2024-04-02 07:19:34,12.384
2024-04-02 07:19:40,12.402
2024-04-02 07:19:46,12.436
2024-04-02 07:19:52,12.376
2024-04-02 07:19:58,12.359
2024-04-02 07:20:04,12.35
2024-04-02 07:20:10,12.35
2024-04-02 07:20:16,12.324
2024-04-02 07:20:22,12.324
2024-04-02 07:20:28,12.342
2024-04-02 07:20:34,12.307
2024-04-02 07:20:40,12.342
2024-04-02 07:20:46,12.324
2024-04-02 07:20:52,12.316
2024-04-02 07:20:58,12.324
2024-04-02 07:21:04,12.316
2024-04-02 07:21:10,12.342
2024-04-02 07:21:16,12.324
2024-04-02 07:21:22,12.316
2024-04-02 07:21:28,12.316
2024-04-02 07:21:34,12.342
2024-04-02 07:21:40,12.307
2024-04-02 07:21:46,12.29
2024-04-02 07:21:52,12.307
2024-04-02 07:21:58,12.29
2024-04-02 07:22:04,12.29
2024-04-02 07:22:10,12.324
2024-04-02 07:22:16,12.316
2024-04-02 07:22:22,12.316
2024-04-02 07:22:28,12.307
2024-04-02 07:22:34,12.333
2024-04-02 07:22:40,12.342
2024-04-02 07:22:46,12.316
2024-04-02 07:22:52,12.333
2024-04-02 07:22:58,12.324
2024-04-02 07:23:04,12.333
2024-04-02 07:23:10,12.333
2024-04-02 07:23:16,12.273
2024-04-02 07:23:22,12.307
2024-04-02 07:23:28,12.299
2024-04-02 07:23:34,12.299
2024-04-02 07:23:40,12.299
2024-04-02 07:23:46,12.316
2024-04-02 07:23:52,12.264
2024-04-02 07:23:58,12.316
2024-04-02 07:24:04,12.282
2024-04-02 07:24:10,12.273
2024-04-02 07:24:16,12.299
2024-04-02 07:24:22,12.299
2024-04-02 07:24:28,12.29
2024-04-02 07:24:34,12.273
2024-04-02 07:24:40,12.29
2024-04-02 07:24:46,12.264
2024-04-02 07:24:52,12.282
2024-04-02 07:24:58,12.256
2024-04-02 07:25:04,12.264
2024-04-02 07:25:10,12.282
2024-04-02 07:25:16,12.316
2024-04-02 07:25:22,12.256
2024-04-02 07:25:28,12.264
2024-04-02 07:25:34,12.273
2024-04-02 07:25:40,12.29
2024-04-02 07:25:46,12.264
2024-04-02 07:25:52,12.256
2024-04-02 07:25:58,12.264
2024-04-02 07:26:04,12.264
2024-04-02 07:26:10,12.247
2024-04-02 07:26:16,12.247
2024-04-02 07:26:22,12.273
2024-04-02 07:26:28,12.264
2024-04-02 07:26:34,12.256
2024-04-02 07:26:40,12.247
2024-04-02 07:26:46,12.264
2024-04-02 07:26:52,12.29
2024-04-02 07:26:58,12.239
2024-04-02 07:27:04,12.239
2024-04-02 07:27:10,12.239
2024-04-02 07:27:16,12.264
2024-04-02 07:27:22,12.247
2024-04-02 07:27:28,12.264
2024-04-02 07:27:34,12.247
2024-04-02 07:27:40,12.247
2024-04-02 07:27:46,12.239
2024-04-02 07:27:52,12.264
2024-04-02 07:27:58,12.256
2024-04-02 07:28:04,12.23
2024-04-02 07:28:10,12.256
2024-04-02 07:28:16,12.264
2024-04-02 07:28:22,12.23
2024-04-02 07:28:28,12.282
2024-04-02 07:28:34,12.239
2024-04-02 07:28:40,12.239
2024-04-02 07:28:46,12.273
2024-04-02 07:28:52,12.222
2024-04-02 07:28:58,12.256
2024-04-02 07:29:04,12.239
2024-04-02 07:29:10,12.222
2024-04-02 07:29:16,12.264
2024-04-02 07:29:22,12.23
2024-04-02 07:29:28,12.256
2024-04-02 07:29:34,12.239
2024-04-02 07:29:40,12.204
2024-04-02 07:29:46,12.222
2024-04-02 07:29:52,12.23
2024-04-02 07:29:58,12.23
2024-04-02 07:30:04,12.204
2024-04-02 07:30:10,12.222
2024-04-02 07:30:16,12.204
2024-04-02 07:30:22,12.239
2024-04-02 07:30:28,12.247
2024-04-02 07:30:34,12.196
2024-04-02 07:30:40,12.196
2024-04-02 07:30:46,12.222
2024-04-02 07:30:52,12.196
2024-04-02 07:30:58,12.239
2024-04-02 07:31:04,12.204
2024-04-02 07:31:10,12.204
2024-04-02 07:31:16,12.213
2024-04-02 07:31:22,12.213
2024-04-02 07:31:28,12.222
2024-04-02 07:31:34,12.213
2024-04-02 07:31:40,12.204
2024-04-02 07:31:46,12.204
2024-04-02 07:31:52,12.239
2024-04-02 07:31:58,12.204
2024-04-02 07:32:04,12.213
2024-04-02 07:32:10,12.204
2024-04-02 07:32:16,12.213
2024-04-02 07:32:22,12.127
2024-04-02 07:32:28,12.213
2024-04-02 07:32:34,12.187
2024-04-02 07:32:40,12.187
2024-04-02 07:32:46,12.179
2024-04-02 07:32:52,12.187
2024-04-02 07:32:58,12.187
2024-04-02 07:33:04,12.162
2024-04-02 07:33:10,12.17
2024-04-02 07:33:16,12.162
2024-04-02 07:33:22,12.196
2024-04-02 07:33:28,12.196
2024-04-02 07:33:34,12.179
2024-04-02 07:33:40,12.17
2024-04-02 07:33:46,12.153
2024-04-02 07:33:52,12.119
2024-04-02 07:33:58,12.17
2024-04-02 07:34:04,12.179
2024-04-02 07:34:10,12.17
2024-04-02 07:34:16,12.136
2024-04-02 07:34:22,12.145
2024-04-02 07:34:28,12.179
2024-04-02 07:34:34,12.136
2024-04-02 07:34:40,12.119
2024-04-02 07:34:46,12.136
2024-04-02 07:34:52,12.145
2024-04-02 07:34:58,12.17
2024-04-02 07:35:04,12.145
2024-04-02 07:35:10,12.119
2024-04-02 07:35:16,12.162
2024-04-02 07:35:22,12.093
2024-04-02 07:35:28,12.145
2024-04-02 07:35:34,12.153
2024-04-02 07:35:40,12.153
2024-04-02 07:35:46,12.119
2024-04-02 07:35:52,12.11
2024-04-02 07:35:58,12.127
2024-04-02 07:36:04,12.11
2024-04-02 07:36:10,12.145
2024-04-02 07:36:16,12.136
2024-04-02 07:36:22,12.119
2024-04-02 07:36:28,12.119
2024-04-02 07:36:34,12.127
2024-04-02 07:36:40,12.119
2024-04-02 07:36:46,12.067
2024-04-02 07:36:52,12.067
2024-04-02 07:36:58,12.102
2024-04-02 07:37:04,12.067
2024-04-02 07:37:10,12.127
2024-04-02 07:37:16,12.05
2024-04-02 07:37:22,12.076
2024-04-02 07:37:28,12.076
2024-04-02 07:37:34,12.119
2024-04-02 07:37:40,12.119
2024-04-02 07:37:46,12.059
2024-04-02 07:37:52,12.102
2024-04-02 07:37:58,12.093
2024-04-02 07:38:04,12.11
2024-04-02 07:38:10,12.102
2024-04-02 07:38:16,12.102
2024-04-02 07:38:22,12.042
2024-04-02 07:38:28,12.093
2024-04-02 07:38:34,12.11
2024-04-02 07:38:40,12.102
2024-04-02 07:38:46,12.093
2024-04-02 07:38:52,12.05
2024-04-02 07:38:58,12.085
2024-04-02 07:39:04,12.076
2024-04-02 07:39:10,12.059
2024-04-02 07:39:16,12.076
2024-04-02 07:39:22,12.05
2024-04-02 07:39:28,12.05
2024-04-02 07:39:34,12.067
2024-04-02 07:39:40,12.085
2024-04-02 07:39:46,12.042
2024-04-02 07:39:52,12.042
2024-04-02 07:39:58,12.042
2024-04-02 07:40:04,12.076
2024-04-02 07:40:10,12.059
2024-04-02 07:40:16,12.067
2024-04-02 07:40:22,12.067
2024-04-02 07:40:28,12.067
2024-04-02 07:40:34,12.05
2024-04-02 07:40:40,12.05
2024-04-02 07:40:46,12.05
2024-04-02 07:40:52,12.05
2024-04-02 07:40:58,12.059
2024-04-02 07:41:04,12.076
2024-04-02 07:41:10,12.059
2024-04-02 07:41:16,12.042
2024-04-02 07:41:22,12.016
2024-04-02 07:41:28,12.033
2024-04-02 07:41:34,12.059
2024-04-02 07:41:40,12.059
2024-04-02 07:41:46,12.05
2024-04-02 07:41:52,12.05
2024-04-02 07:41:58,12.059
2024-04-02 07:42:04,12.025
2024-04-02 07:42:10,12.025
2024-04-02 07:42:16,12.076
2024-04-02 07:42:22,12.016
2024-04-02 07:42:28,12.033
2024-04-02 07:42:34,12.007
2024-04-02 07:42:40,12.042
2024-04-02 07:42:46,12.025
2024-04-02 07:42:52,11.999
2024-04-02 07:42:58,12.025
2024-04-02 07:43:04,12.007
2024-04-02 07:43:10,12.067
2024-04-02 07:43:16,12.059
2024-04-02 07:43:22,11.999
2024-04-02 07:43:28,12.05
2024-04-02 07:43:34,12.067
2024-04-02 07:43:40,12.042
2024-04-02 07:43:46,12.05
2024-04-02 07:43:52,12.016
2024-04-02 07:43:58,12.007
2024-04-02 07:44:04,12.007
2024-04-02 07:44:10,12.05
2024-04-02 07:44:16,12.042
2024-04-02 07:44:22,11.999
2024-04-02 07:44:28,12.025
2024-04-02 07:44:34,11.999
2024-04-02 07:44:40,12.016
2024-04-02 07:44:46,12.007
2024-04-02 07:44:52,12.025
2024-04-02 07:44:58,11.999
2024-04-02 07:45:04,12.016
2024-04-02 07:45:10,12.025
2024-04-02 07:45:16,12.025
2024-04-02 07:45:22,11.999
2024-04-02 07:45:28,12.007
2024-04-02 07:45:34,12.033
2024-04-02 07:45:40,12.05
2024-04-02 07:45:46,12.025
2024-04-02 07:45:52,12.007
2024-04-02 07:45:58,12.042
2024-04-02 07:46:04,12.016
2024-04-02 07:46:10,11.999
2024-04-02 07:46:16,12.05
2024-04-02 07:46:22,11.99
2024-04-02 07:46:28,12.016
2024-04-02 07:46:34,11.973
2024-04-02 07:46:40,11.999
2024-04-02 07:46:46,12.025
2024-04-02 07:46:52,11.999
2024-04-02 07:46:58,12.016
2024-04-02 07:47:04,11.982
2024-04-02 07:47:10,11.99
2024-04-02 07:47:16,11.982
2024-04-02 07:47:22,11.939
2024-04-02 07:47:28,11.99
2024-04-02 07:47:34,11.973
2024-04-02 07:47:40,11.965
2024-04-02 07:47:46,11.982
2024-04-02 07:47:52,11.982
2024-04-02 07:47:58,12.007
2024-04-02 07:48:04,11.982
2024-04-02 07:48:10,11.982
2024-04-02 07:48:16,11.965
2024-04-02 07:48:22,11.99
2024-04-02 07:48:28,12.007
2024-04-02 07:48:34,11.999
2024-04-02 07:48:40,12.007
2024-04-02 07:48:46,11.999
2024-04-02 07:48:52,11.947
2024-04-02 07:48:58,11.956
2024-04-02 07:49:04,11.982
2024-04-02 07:49:10,11.973
2024-04-02 07:49:16,11.965
2024-04-02 07:49:22,12.007
2024-04-02 07:49:28,11.982
2024-04-02 07:49:34,11.99
2024-04-02 07:49:40,11.973
2024-04-02 07:49:46,11.973
2024-04-02 07:49:52,11.999
2024-04-02 07:49:58,11.973
2024-04-02 07:50:04,11.973
2024-04-02 07:50:10,11.973
2024-04-02 07:50:16,11.947
2024-04-02 07:50:22,11.965
2024-04-02 07:50:28,11.947
2024-04-02 07:50:34,11.99
2024-04-02 07:50:40,11.982
2024-04-02 07:50:46,11.956
2024-04-02 07:50:52,11.939
2024-04-02 07:50:58,11.99
2024-04-02 07:51:04,11.99
2024-04-02 07:51:10,11.965
2024-04-02 07:51:16,11.965
2024-04-02 07:51:22,11.947
2024-04-02 07:51:28,11.956
2024-04-02 07:51:34,11.939
2024-04-02 07:51:40,11.956
2024-04-02 07:51:46,11.956
2024-04-02 07:51:52,11.965
2024-04-02 07:51:58,11.956
2024-04-02 07:52:04,11.947
2024-04-02 07:52:10,11.93
2024-04-02 07:52:16,11.947
2024-04-02 07:52:22,11.956
2024-04-02 07:52:28,11.947
2024-04-02 07:52:34,11.947
2024-04-02 07:52:40,11.965
2024-04-02 07:52:46,11.93
2024-04-02 07:52:52,11.965
2024-04-02 07:52:58,11.947
2024-04-02 07:53:04,11.939
2024-04-02 07:53:10,11.965
2024-04-02 07:53:16,11.956
2024-04-02 07:53:22,11.947
2024-04-02 07:53:28,11.922
2024-04-02 07:53:34,11.939
2024-04-02 07:53:40,11.965
2024-04-02 07:53:46,11.939
2024-04-02 07:53:52,11.93
2024-04-02 07:53:58,11.93
2024-04-02 07:54:04,11.913
2024-04-02 07:54:10,11.965
2024-04-02 07:54:16,11.956
2024-04-02 07:54:22,11.939
2024-04-02 07:54:28,11.939
2024-04-02 07:54:34,11.956
2024-04-02 07:54:40,11.93
2024-04-02 07:54:46,11.956
2024-04-02 07:54:52,11.922
2024-04-02 07:54:58,11.905
2024-04-02 07:55:04,11.947
2024-04-02 07:55:10,11.913
2024-04-02 07:55:16,11.922
2024-04-02 07:55:22,11.947
2024-04-02 07:55:28,11.93
2024-04-02 07:55:34,11.93
2024-04-02 07:55:40,11.93
2024-04-02 07:55:46,11.947
2024-04-02 07:55:52,11.913
2024-04-02 07:55:58,11.93
2024-04-02 07:56:04,11.913
2024-04-02 07:56:10,11.939
2024-04-02 07:56:16,11.905
2024-04-02 07:56:22,11.913
2024-04-02 07:56:28,11.913
2024-04-02 07:56:34,11.922
2024-04-02 07:56:40,11.905
2024-04-02 07:56:46,11.93
2024-04-02 07:56:52,11.905
2024-04-02 07:56:58,11.939
2024-04-02 07:57:04,11.905
2024-04-02 07:57:10,11.93
2024-04-02 07:57:16,11.913
2024-04-02 07:57:22,11.896
2024-04-02 07:57:28,11.913
2024-04-02 07:57:34,11.93
2024-04-02 07:57:40,11.913
2024-04-02 07:57:46,11.913
2024-04-02 07:57:52,11.87
2024-04-02 07:57:58,11.888
2024-04-02 07:58:04,11.888
2024-04-02 07:58:10,11.896
2024-04-02 07:58:16,11.939
2024-04-02 07:58:22,11.922
2024-04-02 07:58:28,11.913
2024-04-02 07:58:34,11.922
2024-04-02 07:58:40,11.896
2024-04-02 07:58:46,11.879
2024-04-02 07:58:52,11.913
2024-04-02 07:58:58,11.888
2024-04-02 07:59:04,11.888
2024-04-02 07:59:10,11.905
2024-04-02 07:59:16,11.828
2024-04-02 07:59:22,11.845
2024-04-02 07:59:28,11.853
2024-04-02 07:59:34,11.896
2024-04-02 07:59:40,11.87
2024-04-02 07:59:46,11.879
2024-04-02 07:59:52,11.888
2024-04-02 07:59:58,11.905
2024-04-02 08:00:04,11.87
2024-04-02 08:00:10,11.87
2024-04-02 08:00:16,11.879
2024-04-02 08:00:22,11.87
2024-04-02 08:00:28,11.853
2024-04-02 08:00:34,11.87
2024-04-02 08:00:40,11.888
2024-04-02 08:00:46,11.87
2024-04-02 08:00:52,11.836
2024-04-02 08:00:58,11.802
2024-04-02 08:01:04,11.828
2024-04-02 08:01:10,11.862
2024-04-02 08:01:16,11.828
2024-04-02 08:01:22,11.819
2024-04-02 08:01:28,11.819
2024-04-02 08:01:34,11.845
2024-04-02 08:01:40,11.853
2024-04-02 08:01:46,11.819
2024-04-02 08:01:52,11.828
2024-04-02 08:01:58,11.836
2024-04-02 08:02:04,11.888
2024-04-02 08:02:10,11.81
2024-04-02 08:02:16,11.828
2024-04-02 08:02:22,11.81
2024-04-02 08:02:28,11.768
2024-04-02 08:02:34,11.845
2024-04-02 08:02:40,11.81
2024-04-02 08:02:46,11.845
2024-04-02 08:02:52,11.793
2024-04-02 08:02:58,11.802
2024-04-02 08:03:04,11.828
2024-04-02 08:03:10,11.836
2024-04-02 08:03:16,11.819
2024-04-02 08:03:22,11.802
2024-04-02 08:03:28,11.828
2024-04-02 08:03:34,11.819
2024-04-02 08:03:40,11.819
2024-04-02 08:03:46,11.828
2024-04-02 08:03:52,11.819
2024-04-02 08:03:58,11.733
2024-04-02 08:04:04,11.836
2024-04-02 08:04:10,11.802
2024-04-02 08:04:16,11.819
2024-04-02 08:04:22,11.819
2024-04-02 08:04:28,11.819
2024-04-02 08:04:34,11.802
2024-04-02 08:04:40,11.81
2024-04-02 08:04:46,11.785
2024-04-02 08:04:52,11.802
2024-04-02 08:04:58,11.819
2024-04-02 08:05:04,11.768
2024-04-02 08:05:10,11.802
2024-04-02 08:05:16,11.819
2024-04-02 08:05:22,11.81
2024-04-02 08:05:28,11.793
2024-04-02 08:05:34,11.768
2024-04-02 08:05:40,11.819
2024-04-02 08:05:46,11.793
2024-04-02 08:05:52,11.793
2024-04-02 08:05:58,11.785
2024-04-02 08:06:04,11.802
2024-04-02 08:06:10,11.802
2024-04-02 08:06:16,11.81
2024-04-02 08:06:22,11.785
2024-04-02 08:06:28,11.768
2024-04-02 08:06:34,11.776
2024-04-02 08:06:40,11.768
2024-04-02 08:06:46,11.768
2024-04-02 08:06:52,11.81
2024-04-02 08:06:58,11.768
2024-04-02 08:07:04,11.742
2024-04-02 08:07:10,11.768
2024-04-02 08:07:16,11.793
2024-04-02 08:07:22,11.768
2024-04-02 08:07:28,11.776
2024-04-02 08:07:34,11.776
2024-04-02 08:07:40,11.759
2024-04-02 08:07:46,11.785
2024-04-02 08:07:52,11.759
2024-04-02 08:07:58,11.759
2024-04-02 08:08:04,11.759
2024-04-02 08:08:10,11.75
2024-04-02 08:08:16,11.768
2024-04-02 08:08:22,11.768
2024-04-02 08:08:28,11.768
2024-04-02 08:08:34,11.733
2024-04-02 08:08:40,11.75
2024-04-02 08:08:46,11.742
2024-04-02 08:08:52,11.759
2024-04-02 08:08:58,11.759
2024-04-02 08:09:04,11.768
2024-04-02 08:09:10,11.75
2024-04-02 08:09:16,11.733
2024-04-02 08:09:22,11.733
2024-04-02 08:09:28,11.776
2024-04-02 08:09:34,11.759
2024-04-02 08:09:40,11.75
2024-04-02 08:09:46,11.733
2024-04-02 08:09:52,11.768
2024-04-02 08:09:58,11.759
2024-04-02 08:10:04,11.716
2024-04-02 08:10:10,11.75
2024-04-02 08:10:16,11.716
2024-04-02 08:10:22,11.75
2024-04-02 08:10:28,11.776
2024-04-02 08:10:34,11.716
2024-04-02 08:10:40,11.699
2024-04-02 08:10:46,11.725
2024-04-02 08:10:52,11.742
2024-04-02 08:10:58,11.708
2024-04-02 08:11:04,11.725
2024-04-02 08:11:10,11.75
2024-04-02 08:11:16,11.733
2024-04-02 08:11:22,11.733
2024-04-02 08:11:28,11.742
2024-04-02 08:11:34,11.682
2024-04-02 08:11:40,11.699
2024-04-02 08:11:46,11.75
2024-04-02 08:11:52,11.725
2024-04-02 08:11:58,11.708
2024-04-02 08:12:04,11.708
2024-04-02 08:12:10,11.725
2024-04-02 08:12:16,11.69
2024-04-02 08:12:22,11.716
2024-04-02 08:12:28,11.759
2024-04-02 08:12:34,11.699
2024-04-02 08:12:40,11.733
2024-04-02 08:12:46,11.708
2024-04-02 08:12:52,11.75
2024-04-02 08:12:58,11.742
2024-04-02 08:13:04,11.682
2024-04-02 08:13:10,11.716
2024-04-02 08:13:16,11.699
2024-04-02 08:13:22,11.699
2024-04-02 08:13:28,11.725
2024-04-02 08:13:34,11.725
2024-04-02 08:13:40,11.69
2024-04-02 08:13:46,11.682
2024-04-02 08:13:52,11.733
2024-04-02 08:13:58,11.716
2024-04-02 08:14:04,11.716
2024-04-02 08:14:10,11.725
2024-04-02 08:14:16,11.699
2024-04-02 08:14:22,11.69
2024-04-02 08:14:28,11.708
2024-04-02 08:14:34,11.69
2024-04-02 08:14:40,11.708
2024-04-02 08:14:46,11.673
2024-04-02 08:14:52,11.682
2024-04-02 08:14:58,11.725
2024-04-02 08:15:04,11.699
2024-04-02 08:15:10,11.682
2024-04-02 08:15:16,11.69
2024-04-02 08:15:22,11.742
2024-04-02 08:15:28,11.69
2024-04-02 08:15:34,11.69
2024-04-02 08:15:40,11.708
2024-04-02 08:15:46,11.699
2024-04-02 08:15:52,11.725
2024-04-02 08:15:58,11.708
2024-04-02 08:16:04,11.682
2024-04-02 08:16:10,11.69
2024-04-02 08:16:16,11.69
2024-04-02 08:16:22,11.69
2024-04-02 08:16:28,11.708
2024-04-02 08:16:34,11.69
2024-04-02 08:16:40,11.656
2024-04-02 08:16:46,11.69
2024-04-02 08:16:52,11.69
2024-04-02 08:16:58,11.69
2024-04-02 08:17:04,11.69
2024-04-02 08:17:10,11.682
2024-04-02 08:17:16,11.673
2024-04-02 08:17:22,11.648
2024-04-02 08:17:28,11.665
2024-04-02 08:17:34,11.665
2024-04-02 08:17:40,11.673
2024-04-02 08:17:46,11.631
2024-04-02 08:17:52,11.682
2024-04-02 08:17:58,11.673
2024-04-02 08:18:04,11.682
2024-04-02 08:18:10,11.682
2024-04-02 08:18:16,11.622
2024-04-02 08:18:22,11.656
2024-04-02 08:18:28,11.682
2024-04-02 08:18:34,11.656
2024-04-02 08:18:40,11.673
2024-04-02 08:18:46,11.656
2024-04-02 08:18:52,11.622
2024-04-02 08:18:58,11.69
2024-04-02 08:19:04,11.622
2024-04-02 08:19:10,11.665
2024-04-02 08:19:16,11.622
2024-04-02 08:19:22,11.656
2024-04-02 08:19:28,11.656
2024-04-02 08:19:34,11.656
2024-04-02 08:19:40,11.639
2024-04-02 08:19:46,11.656
2024-04-02 08:19:52,11.648
2024-04-02 08:19:58,11.631
2024-04-02 08:20:04,11.639
2024-04-02 08:20:10,11.631
2024-04-02 08:20:16,11.622
2024-04-02 08:20:22,11.639
2024-04-02 08:20:29,11.648
2024-04-02 08:20:35,11.613
2024-04-02 08:20:41,11.639
2024-04-02 08:20:47,11.639
2024-04-02 08:20:53,11.613
2024-04-02 08:20:59,11.639
2024-04-02 08:21:05,11.631
2024-04-02 08:21:11,11.622
2024-04-02 08:21:17,11.648
2024-04-02 08:21:23,11.622
2024-04-02 08:21:29,11.605
2024-04-02 08:21:35,11.665
2024-04-02 08:21:41,11.639
2024-04-02 08:21:47,11.656
2024-04-02 08:21:53,11.613
2024-04-02 08:21:59,11.622
2024-04-02 08:22:05,11.631
2024-04-02 08:22:11,11.639
2024-04-02 08:22:17,11.613
2024-04-02 08:22:23,11.596
2024-04-02 08:22:29,11.605
2024-04-02 08:22:35,11.605
2024-04-02 08:22:41,11.622
2024-04-02 08:22:47,11.622
2024-04-02 08:22:53,11.622
2024-04-02 08:22:59,11.596
2024-04-02 08:23:05,11.622
2024-04-02 08:23:11,11.596
2024-04-02 08:23:17,11.622
2024-04-02 08:23:23,11.622
